-e INDICATOR CODE|INDICATOR DESCRIPTION|REGION ID|REGION NAME|REGION ADDITIONAL INFO|BB NUM|UNIT|FREQUENCY|DATE|VALUE
9480|Gross area sown: Foodgrain|688|Gujarat||27920|'000 hectares|A|31-03-2019|3187.7
9480|Gross area sown: Foodgrain|688|Gujarat||27920|'000 hectares|A|31-03-2020|3759.2
9480|Gross area sown: Foodgrain|688|Gujarat||27920|'000 hectares|A|31-03-2021|4230.3
9480|Gross area sown: Foodgrain|688|Gujarat||27920|'000 hectares|A|31-03-2022|4595.0
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2014|4403.6
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2015|4445.2
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2016|4484.6
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2017|4593.6
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2018|4458.2
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2019|4557.9
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2020|4591.4
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2021|4595.1
9480|Gross area sown: Foodgrain|179|Haryana||23384|'000 hectares|A|31-03-2022|4225.8
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2014|778.9
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2015|755.3
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2016|761.2
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2017|774.1
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2018|724.9
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2019|732.6
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2020|701.9
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2021|727.0
9480|Gross area sown: Foodgrain|132|Himachal Pradesh||22907|'000 hectares|A|31-03-2022|710.9
9480|Gross area sown: Foodgrain|101|Jammu & Kashmir||22673|'000 hectares|A|31-03-2014|928.6
9480|Gross area sown: Foodgrain|101|Jammu & Kashmir||22673|'000 hectares|A|31-03-2015|957.3
9480|Gross area sown: Foodgrain|101|Jammu & Kashmir||22673|'000 hectares|A|31-03-2016|912.8
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2017|925.8
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2018|919.3
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2019|869.0
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2020|835.6
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2021|841.9
9480|Gross area sown: Foodgrain|121|Jammu & Kashmir||233655269|'000 hectares|A|31-03-2022|877.0
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2014|2266.6
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2015|2552.6
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2016|2646.3
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2017|3052.7
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2018|3067.1
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2019|2711.0
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2020|2637.4
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2021|2811.0
9480|Gross area sown: Foodgrain|639|Jharkhand||27497|'000 hectares|A|31-03-2022|2833.2
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2014|7538.0
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2015|7186.0
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2016|7330.0
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2017|7348.7
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2018|7647.7
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2019|7659.0
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2020|7709.1
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2021|8235.1
9480|Gross area sown: Foodgrain|897|Karnataka||30026|'000 hectares|A|31-03-2022|7980.3
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2014|202.5
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2015|199.7
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2016|200.9
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2017|173.4
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2018|191.5
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2019|201.1
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2020|201.1
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2021|207.7
9480|Gross area sown: Foodgrain|937|Kerala||30317|'000 hectares|A|31-03-2022|197.7
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2014|14331.2
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2015|15460.2
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2016|15658.0
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2017|17067.8
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2018|17042.0
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2019|16352.0
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2020|15246.1
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2021|15014.0
9480|Gross area sown: Foodgrain|774|Madhya Pradesh||28625|'000 hectares|A|31-03-2022|15925.1
9480|Gross area sown: Foodgrain|775|Madhya Pradesh||28901|'000 hectares|A||
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2014|11471.0
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2015|11450.0
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2016|11212.0
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2017|12377.4
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2018|10926.3
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2019|9621.6
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2020|11026.2
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2021|11345.9
9480|Gross area sown: Foodgrain|723|Maharashtra||28181|'000 hectares|A|31-03-2022|11584.6
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2014|283.1
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2015|285.0
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2016|296.9
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2017|304.2
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2018|297.0
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2019|293.2
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2020|207.6
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2021|284.7
9480|Gross area sown: Foodgrain|579|Manipur||26675|'000 hectares|A|31-03-2022|258.1
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2014|134.0
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2015|139.7
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2016|140.0
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2017|140.9
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2018|141.0
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2019|142.0
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2020|140.8
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2021|137.5
9480|Gross area sown: Foodgrain|549|Meghalaya||26024|'000 hectares|A|31-03-2022|138.4
9480|Gross area sown: Foodgrain|1080|Meghalaya||33330087|'000 hectares|A||
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2014|30.1
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2015|30.2
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2016|30.6
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2017|30.4
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2018|30.0
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2019|29.8
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2020|29.7
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2021|29.7
9480|Gross area sown: Foodgrain|358|NCT of Delhi||24320|'000 hectares|A|31-03-2022|28.5
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2014|5143.3
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2015|5166.0
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2016|4818.9
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2017|4883.6
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2018|4665.4
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2019|4708.6
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2020|4829.1
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2021|4978.5
9480|Gross area sown: Foodgrain|447|Odisha||25253|'000 hectares|A|31-03-2022|5022.2
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2014|17.1
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2015|18.6
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2016|19.6
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2017|17.8
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2018|18.8
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2019|19.2
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2020|19.6
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2021|19.3
9480|Gross area sown: Foodgrain|1004|Puducherry||30836|'000 hectares|A|31-03-2022|20.3
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2014|6551.2
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2015|6585.2
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2016|6652.1
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2017|6555.7
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2018|6729.9
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2019|6769.4
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2020|6595.8
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2021|6604.5
9480|Gross area sown: Foodgrain|147|Punjab||23150|'000 hectares|A|31-03-2022|6668.0
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2014|13417.1
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2015|12834.8
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2016|12976.9
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2017|14237.8
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2018|14237.0
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2019|14811.2
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2020|15809.6
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2021|15556.4
9480|Gross area sown: Foodgrain|319|Rajasthan||24038|'000 hectares|A|31-03-2022|14748.1
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2014|3439.5
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2015|3538.1
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2016|3747.0
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2017|2945.9
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2018|3538.6
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2019|3495.9
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2020|3692.4
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2021|3819.6
9480|Gross area sown: Foodgrain|958|Tamil Nadu||30560|'000 hectares|A|31-03-2022|3974.1
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2014|3267.2
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2015|2613.1
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2016|2180.0
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2017|3292.2
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2018|3245.0
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2019|3056.0
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2020|3194.0
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2021|4145.1
9480|Gross area sown: Foodgrain|868|Telangana||33234654|'000 hectares|A|31-03-2022|4742.0
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2014|271.1
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2015|273.7
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2016|294.9
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2017|317.4
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2018|318.6
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2019|312.9
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2020|308.0
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2021|313.6
9480|Gross area sown: Foodgrain|561|Tripura||26255|'000 hectares|A|31-03-2022|300.8
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2014|20142.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2015|20078.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2016|19355.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2017|20164.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2018|19800.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2019|19493.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2020|19949.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2021|19933.0
9480|Gross area sown: Foodgrain|215|Uttar Pradesh||23633|'000 hectares|A|31-03-2022|19547.0
9480|Gross area sown: Foodgrain|216|Uttar Pradesh||23900|'000 hectares|A||
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2014|890.6
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2015|897.6
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2016|877.7
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2017|877.0
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2018|851.0
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2019|835.0
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2020|805.0
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2021|809.0
9480|Gross area sown: Foodgrain|369|Uttarakhand||24503|'000 hectares|A|31-03-2022|788.0
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2014|6275.8
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2015|6128.2
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2016|6378.8
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2017|6262.6
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2018|5944.7
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2019|6361.3
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2020|6471.6
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2021|6612.3
9480|Gross area sown: Foodgrain|488|West Bengal||25520|'000 hectares|A|31-03-2022|6623.4
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2014|8.7
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2015|8.2
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2016|7.6
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2017|6.5
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2018|5.9
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2019|6.0
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2020|6.2
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2021|6.9
9480|Gross area sown: Foodgrain|679|Andaman & Nicobar Islands||27728|'000 hectares|A|31-03-2022|6.9
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2014|214.3
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2015|216.5
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2016|221.8
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2017|203.5
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2018|226.7
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2019|228.2
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2020|228.8
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2021|229.0
9480|Gross area sown: Foodgrain|608|Arunachal Pradesh||27116|'000 hectares|A|31-03-2022|235.4
9480|Gross area sown: Foodgrain|1300|Dadra & Nagar Haveli and Daman & Diu||||A||
